date,fii,dii,regime,net_flow
2025-09-10,152.3,1395.35,high_vol,1547.6499999999999
2025-09-11,-8853.46,-741.52,high_vol,-9594.98
2025-09-12,844.63,-2877.54,high_vol,-2032.9099999999999
2025-09-15,1352.13,-511.18,high_vol,840.95
2025-09-16,6144.16,3932.55,high_vol,10076.71
2025-09-17,-1630.32,-377.09,high_vol,-2007.4099999999999
2025-09-18,-258.82,-1129.15,high_vol,-1387.97
2025-09-19,682.59,-1895.71,high_vol,-1213.12
2025-09-22,-3957.15,1556.78,high_vol,-2400.37
2025-09-23,2203.35,-2010.79,high_vol,192.55999999999995
2025-09-24,3133.74,-1578.94,high_vol,1554.7999999999997
2025-09-25,886.08,2050.86,high_vol,2936.94
2025-09-26,-117.64,1136.85,high_vol,1019.2099999999999
2025-09-29,-1807.5,-491.17,high_vol,-2298.67
2025-09-30,-720.51,-1866.45,high_vol,-2586.96
2025-10-01,-618.71,-3871.55,high_vol,-4490.26
2025-10-02,-1719.04,-712.19,high_vol,-2431.23
2025-10-03,-896.63,-603.74,high_vol,-1500.37
2025-10-06,-216.17,1198.6,high_vol,982.43
2025-10-07,3060.81,-1624.41,high_vol,1436.3999999999999
2025-10-08,-4211.2,-2605.11,high_vol,-6816.3099999999995
2025-10-09,-1705.21,-879.8,high_vol,-2585.01
2025-10-10,-7539.99,2055.83,crisis,-5484.16
2025-10-13,-6912.24,4272.14,crisis,-2640.0999999999995
2025-10-14,-4809.94,3163.87,crisis,-1646.0699999999997
2025-10-15,-6826.0,2609.95,crisis,-4216.05
2025-10-16,-6062.88,2727.36,crisis,-3335.52
2025-10-17,-4853.74,1321.2,crisis,-3532.54
2025-10-20,-6719.26,4451.66,crisis,-2267.6000000000004
2025-10-21,-5632.33,8039.55,crisis,2407.2200000000003
2025-10-22,-5300.4,2493.92,crisis,-2806.4799999999996
2025-10-23,-6190.93,1335.63,crisis,-4855.3
2025-10-24,-6161.2,2750.42,crisis,-3410.7799999999997
2025-10-27,-4169.22,3175.69,crisis,-993.5300000000002
2025-10-28,-6233.53,3046.66,crisis,-3186.87
2025-10-29,-2522.3,3518.14,crisis,995.8399999999997
2025-10-30,-2334.89,5221.23,crisis,2886.3399999999997
2025-10-31,-5035.87,4553.1,crisis,-482.7699999999995
2025-11-03,-5212.41,1108.49,crisis,-4103.92
2025-11-04,-6557.77,5267.74,crisis,-1290.0300000000007
2025-11-05,-6097.79,1892.22,crisis,-4205.57
2025-11-06,-6104.81,6556.16,crisis,451.34999999999945
2025-11-07,-3506.22,3906.99,crisis,400.77
2025-11-10,-4097.1,3450.24,crisis,-646.8600000000006
2025-11-11,-9407.74,2613.3,crisis,-6794.44
2025-11-12,-2874.22,3589.01,crisis,714.7900000000004
2025-11-13,-6486.77,3550.24,crisis,-2936.5300000000007
2025-11-14,-2191.73,6438.94,crisis,4247.209999999999
2025-11-17,-1562.44,3761.43,crisis,2198.99
2025-11-18,-5408.75,1725.04,crisis,-3683.71
2025-11-19,-3046.13,2248.33,crisis,-797.8000000000002
2025-11-20,-5566.45,2354.05,crisis,-3212.3999999999996
2025-11-21,-7177.73,2744.11,crisis,-4433.619999999999
2025-11-24,-7215.75,3191.32,crisis,-4024.43
2025-11-25,-7096.54,5250.0,crisis,-1846.54
2025-11-26,-8209.73,4330.81,crisis,-3878.919999999999
2025-11-27,-3564.08,3230.21,crisis,-333.8699999999999
2025-11-28,-7435.84,3654.21,crisis,-3781.63
2025-12-01,-3640.55,4291.16,crisis,650.6099999999997
2025-12-02,-7062.43,4725.81,crisis,-2336.62
2025-12-03,-8204.58,5022.04,crisis,-3182.54
2025-12-04,-5182.79,3538.29,crisis,-1644.5
2025-12-05,-7677.17,2669.98,crisis,-5007.1900000000005
2025-12-08,-4930.37,5843.47,crisis,913.1000000000004
2025-12-09,-7274.62,4687.58,crisis,-2587.04
2025-12-10,-10174.05,3123.07,crisis,-7050.98
2025-12-11,-6062.12,2635.47,crisis,-3426.65
2025-12-12,-7873.01,2998.33,crisis,-4874.68
2025-12-15,-5415.61,3719.01,crisis,-1696.5999999999995
2025-12-16,-10476.46,818.95,crisis,-9657.509999999998
2025-12-17,-7213.73,4686.53,crisis,-2527.2
2025-12-18,-11495.01,3250.4,crisis,-8244.61
2025-12-19,-7052.5,6082.51,crisis,-969.9899999999998
2025-12-22,-6770.04,4574.48,crisis,-2195.5600000000004
2025-12-23,-5717.49,804.15,crisis,-4913.34
2025-12-24,-4463.59,4323.09,crisis,-140.5
2025-12-25,-4983.46,9889.36,crisis,4905.900000000001
2025-12-26,-10168.23,6587.04,crisis,-3581.1899999999996
2025-12-29,-6574.9,4430.99,crisis,-2143.91
2025-12-30,-6091.02,3363.65,crisis,-2727.3700000000003
2025-12-31,-7139.67,4494.26,crisis,-2645.41
